prism:publicationDate	tb:type.matrix	tb:nchar.matrix	tb:ntax.matrix	tb:ntax.tree	tb:quality.tree	tb:type.tree	tb:kind.tree
2013				55	Unrated	Single	Species Tree
2013				55	Unrated	Single	Species Tree
2013				55	Unrated	Single	Species Tree
2013				35	Unrated	Single	Species Tree
2013				55	Unrated	Single	Species Tree
2013				35	Unrated	Single	Species Tree
2012	Standard	205	30				
2012				30	Unrated	Single	Species Tree
2012	DNA	888	263				
2012	DNA	1740	459				
2012	DNA	2575	248				
2012				248	Unrated	Consensus	Species Tree
2012				459	Unrated	Consensus	Species Tree
2012				263	Unrated	Consensus	Species Tree
2012	Standard	292	36				
2012				36	Unrated	Consensus	Species Tree
2005	Standard	109	148				
2005	Standard	38	22				
2005	Standard	189	135				
2005	Standard	36	56				
2005				135	Unrated	Single	Species Tree
2005				56	Unrated	Single	Species Tree
2005				22	Unrated	Single	Species Tree
2005				148	Unrated	Single	Species Tree
1993	Standard	74	10				
1993				10	Unrated	Single	Species Tree
1993				10	Unrated	Single	Species Tree
1993				10	Unrated	Single	Species Tree
2012	Standard	198	27				
2012				27	Unrated	Single	Species Tree
2011	Standard	198	27				
2011				27	Unrated	Single	Species Tree
2011				27	Unrated	Single	Species Tree
2012	DNA	617	36				
2012				36	Preferred Tree	Consensus	Species Tree
2012	Standard	1025	72				
2012				72	Unrated	Consensus	Species Tree
1992	Standard	287	57				
1992				57	Unrated	Single	Species Tree
2004	Standard	45	69				
2004	DNA	1541	69				
2004				69	Unrated	Single	Species Tree
2004				69	Unrated	Single	Species Tree
2011	Standard	289	51				
2011				51	Unrated	Single	Species Tree
2012	Standard	234	30				
2012				30	Unrated	Consensus	Species Tree
2012	Standard	151	26				
2012				26	Unrated	Consensus	Species Tree
2012	Standard	394	109				
2012				109	Unrated	SuperTree	Species Tree
2011	Standard	170	51				
2011				51	Unrated	Single	Species Tree
2012	Standard	307	24				
2012				24	Unrated	Consensus	Species Tree
2012	Standard	334	53				
2012				53	Unrated	Consensus	Species Tree
2012	Standard	363	88				
2012	Standard	20	10				
2012				10	Unrated	Consensus	Species Tree
2012				88	Unrated	Consensus	Species Tree
2012	Standard	205	32				
2012				32	Unrated	Consensus	Species Tree
2004	DNA	616	63				
2004	DNA	264	68				
2004				63	Unrated	Consensus	Species Tree
2004				68	Unrated	Consensus	Species Tree
2011	Standard	368	88				
2011				88	Unrated	Single	Species Tree
2011	Standard	361	54				
2011				54	Unrated	Consensus	Species Tree
2011	Standard	137	62				
2011				62	Unrated	Consensus	Species Tree
2012	Standard	44	12				
2012				12	Unrated	Consensus	Species Tree
2012	Standard	351	61				
2012				61	Unrated	Consensus	Species Tree
2011	Standard	44	11				
2011				11	Unrated	Consensus	Species Tree
2011	Standard	128	21				
2011				21	Unrated	Consensus	Species Tree
2004	Standard	184	68				
2004	Standard	72	68				
2004	Standard	96	33				
2004	Standard	46	68				
2004	DNA	9567	68				
2004	DNA	14880	68				
2004	DNA	8128	68				
2004	DNA	4108	68				
2004				68	Unrated	Single	Species Tree
2004				68	Unrated	Single	Species Tree
2004				33	Unrated	Single	Species Tree
2004				33	Unrated	Single	Species Tree
2004				68	Unrated	Single	Species Tree
2004				68	Unrated	Single	Species Tree
2004				33	Unrated	Single	Species Tree
2004				33	Unrated	Single	Species Tree
2004				33	Unrated	Single	Species Tree
2004				30	Unrated	Single	Species Tree
2011	Standard	140	23				
2011				23	Unrated	Consensus	Species Tree
2009	DNA	550	109				
2009				109	Unrated	Single	Species Tree
2009				109	Unrated	Single	Species Tree
2012	DNA	2309	235				
2012	DNA	3956	235				
2012				229	Unrated	Single	Species Tree
2012				229	Unrated	Consensus	Species Tree
2012				230	Unrated	Consensus	Species Tree
2012	DNA	2006	25				
2012				25	Unrated	Consensus	Species Tree
2011	Standard	66	23				
2011				23	Unrated	Consensus	Species Tree
2005	Standard	1426	198				
2005				198	Unrated	Consensus	Species Tree
2011	Standard	289	41				
2011				41	Unrated	Consensus	Species Tree
2011	Standard	249	45				
2011				45	Unrated	Consensus	Species Tree
2011	Standard	177	22				
2011				22	Unrated	Consensus	Species Tree
2011	Standard	339	43				
2011				43	Unrated	Consensus	Species Tree
2011	Standard	97	18				
2011				18	Unrated	Consensus	Species Tree
2011				18	Unrated	Consensus	Species Tree
2011	Standard	102	16				
2011				16	Unrated	Consensus	Species Tree
2011	Standard	65	22				
2011				22	Unrated	Consensus	Species Tree
2011	Standard	77	23				
2011				23	Unrated	Consensus	Species Tree
2011	Standard	116	15				
2011				15	Unrated	Consensus	Species Tree
2005	Standard	130	120				
2005				118	Unrated	Consensus	Species Tree
2011	Standard	242	33				
2011				33	Unrated	Consensus	Species Tree
2011	Standard	315	42				
2011	Standard	321	30				
2011				42	Unrated	Consensus	Species Tree
2011				30	Unrated	Consensus	Species Tree
2010	Standard	136	21				
2010				21	Unrated	Consensus	Species Tree
2005	DNA	741	53				
2005	DNA	719	29				
2005				29	Unrated	Single	Species Tree
2005				53	Unrated	Single	Species Tree
2011	Standard	120	22				
2011				22	Unrated	Consensus	Species Tree
2011	Standard	227	52				
2011				52	Unrated	Consensus	Species Tree
2011	Standard	149	25				
2011				25	Unrated	Consensus	Species Tree
2011	Standard	139	20				
2011				20	Unrated	Consensus	Species Tree
2011	Standard	131	61				
2011				61	Unrated	Consensus	Species Tree
2011	Standard	97	18				
2011				18	Unrated	Consensus	Species Tree
2004	DNA	432	9				
2004	DNA	518	9				
2004	DNA	983	9				
2004	DNA	1947	9				
2004				9	Unrated	Single	Species Tree
2004				9	Unrated	Single	Species Tree
2004				9	Unrated	Single	Species Tree
2004				9	Unrated	Single	Species Tree
2011	Standard	412	82				
2011				82	Unrated	Consensus	Species Tree
2011	Standard	256	71				
2011				70	Unrated	Single	Species Tree
2012	DNA	1539	93				
2012	DNA	1603	48				
2012				93	Unrated	Single	Species Tree
2012				48	Unrated	Consensus	Species Tree
2011	Standard	221	14				
2011				14	Unrated	Consensus	Species Tree
2011	Standard	380	56				
2011				56	Unrated	Consensus	Species Tree
2011	Standard	245	54				
2011				54	Unrated	Consensus	Species Tree
2011	Standard	277	50				
2011				50	Unrated	Consensus	Species Tree
2011	Standard	230	51				
2011				21	Unrated	Consensus	Species Tree
2005	DNA	974	78				
2005	DNA	1707	68				
2005	DNA	3454	79				
2005	DNA	773	70				
2005				68	Unrated	Single	Species Tree
2005				78	Unrated	Single	Species Tree
2005				70	Unrated	Single	Species Tree
2005				79	Unrated	Single	Species Tree
2011	Standard	286	48				
2011				48	Unrated	Single	Species Tree
2011	Standard	292	38				
2011	Standard	361	51				
2011				38	Unrated	Consensus	Species Tree
2011				25	Unrated	Consensus	Species Tree
2011	Standard	241	38				
2011				38	Unrated	Consensus	Species Tree
2011	Standard	392	104				
2011				104	Unrated	SuperTree	Species Tree
2011	Standard	331	32				
2011				30	Unrated	Consensus	Species Tree
2011	Standard	84	8				
2011				8	Unrated	Consensus	Species Tree
2012	Standard	189	26				
2012				26	Unrated	Consensus	Species Tree
2005	DNA	1705	34				
2005	DNA	1705	34				
2005				34	Unrated	Consensus	Species Tree
2005				34	Unrated	Single	Species Tree
2011	Standard	189	27				
2011				27	Unrated	Consensus	Species Tree
2011	Standard	77	14				
2011				14	Unrated	Consensus	Species Tree
2011	Standard	363	89				
2011				10	Unrated	Consensus	Species Tree
2011	Standard	48	14				
2011				14	Unrated	Consensus	Species Tree
2011	Standard	374	92				
2011				12	Unrated	Single	Species Tree
2012	Protein	1889	78				
2012				78	Unrated	Single	Species Tree
2005	Standard	776	25				
2005	Standard	1011	8				
2005	Standard	696	88				
2005	DNA	336	117				
2005				25	Unrated	Single	Species Tree
2005				117	Unrated	Single	Species Tree
2005				8	Unrated	Single	Species Tree
2005				25	Unrated	Single	Species Tree
2005				88	Unrated	Single	Species Tree
1994	Standard	115	16				
1994				16	Unrated	Consensus	Species Tree
2011	Standard	246	33				
2011				33	Unrated	Consensus	Species Tree
2011	Standard	44	11				
2011				9	Unrated	Consensus	Species Tree
2010	Standard	98	12				
2010				12	Unrated	Single	Species Tree
2010	Standard	353	62				
2010				16	Unrated	Consensus	Species Tree
2010	Standard	292	34				
2010				34	Unrated	Consensus	Species Tree
2012	DNA	708	64				
2012	DNA	984	13				
2012				13	Unrated	Consensus	Species Tree
2012				13	Unrated	Single	Species Tree
2012				64	Unrated	Consensus	Species Tree
2012				64	Unrated	Single	Species Tree
2005	DNA	3259	103				
2005	Standard	3766	103				
2005				103	Unrated	Consensus	Species Tree
2005				103	Unrated	Consensus	Species Tree
2010	Standard	242	16				
2010				16	Unrated	Single	Species Tree
2010	Standard	56	22				
2010				11	Unrated	Single	Species Tree
2010	Standard	213	41				
2010				41	Unrated	Consensus	Species Tree
2010	Standard	233	45				
2010				45	Unrated	Consensus	Species Tree
2010	Standard	213	42				
2010				42	Unrated	Single	Species Tree
2012	DNA	1258	37				
2012				36			
2012				36	Unrated	Single	Species Tree
2012				36	Unrated	Single	Species Tree
2012				36	Unrated	Single	Species Tree
2012				36	Unrated	Single	Species Tree
2012				36	Unrated	Single	Species Tree
2012				36	Unrated	Single	Species Tree
2005	DNA	485	27				
2005				27	Unrated	Single	Species Tree
2005				27	Unrated	Single	Species Tree
2010	Standard	187	55				
2010				55	Unrated	Consensus	Species Tree
2011	Standard	307	23				
2011				23	Unrated	Single	Species Tree
2012	Standard	227	50				
2012				17	Unrated	Consensus	Species Tree
2010	Standard	104	19				
2010				9	Unrated	Consensus	Species Tree
2012	Standard	249	37				
2012				37	Unrated	Consensus	Species Tree
2010	Standard	249	37				
2010				37	Unrated	Consensus	Species Tree
2010	Standard	421	99				
2010				99	Unrated	Consensus	Species Tree
2010	Standard	472	60				
2010				60	Unrated	Consensus	Species Tree
2010	Standard	151	12				
2010				12	Unrated	Consensus	Species Tree
2010	Standard	138	36				
2010				36	Unrated	Consensus	Species Tree
2005	DNA	5952	32				
2005				32	Unrated	Consensus	Species Tree
2010	Standard	251	70				
2010				70	Unrated	Consensus	Species Tree
2010	Standard	234	30				
2010				30	Unrated	Single	Species Tree
2010	Standard	103	20				
2010				20	Unrated	Consensus	Species Tree
2010	Standard	94	18				
2010				18	Unrated	Consensus	Species Tree
2010	Standard	378	50				
2010				50	Unrated	Consensus	Species Tree
2010	Standard	28	11				
2010				11	Unrated	Single	Species Tree
2010	Standard	179	21				
2010				21	Unrated	Consensus	Species Tree
2005	Standard	1096	48				
2005				48	Unrated	Consensus	Species Tree
2005				48	Unrated	Consensus	Species Tree
2005				48	Unrated	Consensus	Species Tree
2010	Standard	361	48				
2010				1	Unrated	Consensus	Species Tree
2010	Standard	243	45				
2010				45	Unrated	Consensus	Species Tree
2010	Standard	237	39				
2010				39	Unrated	Consensus	Species Tree
2010	Standard	296	72				
2010				72	Unrated	Consensus	Species Tree
2010	Standard	76	18				
2010				18	Unrated	Consensus	Species Tree
2010	Standard	119	19				
2010				19	Unrated	Consensus	Species Tree
2010	Standard	119	19				
2010				19	Unrated	Consensus	Species Tree
2010	Standard	181	17				
2010				17	Unrated	Consensus	Species Tree
2010	Standard	205	21				
2010				21	Unrated	Consensus	Species Tree
2010	Standard	89	20				
2010				20	Unrated	Consensus	Species Tree
2005	DNA	1635	21				
2005	DNA	2270	15				
2005				15	Unrated	Single	Species Tree
2005				21	Unrated	Single	Species Tree
2010	Standard	147	24				
2010				24	Unrated	Consensus	Species Tree
2010	Standard	296	72				
2010				72	Unrated	Consensus	Species Tree
2010	Standard	131	62				
2010				62	Unrated	Consensus	Species Tree
2010	Standard	27	11				
2010				11	Unrated	Consensus	Species Tree
2010	Standard	131	61				
2010				61	Unrated	Consensus	Species Tree
2010	Standard	67	24				
2010				24	Unrated	Consensus	Species Tree
2010	Standard	331	33				
2010				33	Unrated	Consensus	Species Tree
2012	DNA	1291	9				
2012	DNA	317	84				
2012	DNA	429	46				
2012	DNA	496	37				
2012	DNA	1250	29				
2012	DNA	542	74				
2012	DNA	424	37				
2012				29	Unrated	Consensus	Species Tree
2012				84	Unrated	Consensus	Species Tree
2012				74	Unrated	Consensus	Species Tree
2012				9	Unrated	Single	Species Tree
2012				46	Unrated	Consensus	Species Tree
2012				37	Unrated	Consensus	Species Tree
2012				37	Unrated	Consensus	Species Tree
2005	DNA	1669	14				
2005	DNA	1669	14				
2005	Standard	21	14				
2005				14	Unrated	Single	Species Tree
2005				14	Unrated	Single	Species Tree
2005				14	Unrated	Single	Species Tree
2005				14	Unrated	Single	Species Tree
2010	Standard	290	35				
2010				35	Unrated	Consensus	Species Tree
2010	Standard	242	30				
2010				30	Unrated	Consensus	Species Tree
2010	Standard	233	46				
2010				46	Unrated	Consensus	Species Tree
2010	Standard	73	16				
2010				16	Unrated	Consensus	Species Tree
2010	Standard	370	53				
2010				53	Unrated	Consensus	Species Tree
2005	DNA	536	53				
2005	DNA	1692	24				
2005				24	Unrated	Single	Species Tree
2005				53	Unrated	Single	Species Tree
2012	DNA	1700	114				
2012				114	Unrated	Consensus	Species Tree
2010	Standard	287	57				
2010				57	Unrated	Consensus	Species Tree
2010	Standard	299	53				
2010				53	Unrated	Consensus	Species Tree
2010	Standard	206	37				
2010				37	Unrated	Consensus	Species Tree
2005	DNA	2819	26				
2005	DNA	2115	38				
2005				38	Unrated	Single	Species Tree
2005				26	Unrated	Single	Species Tree
2005				38	Unrated	Single	Species Tree
2010	Standard	148	25				
2010				25	Unrated	Consensus	Species Tree
2010	Standard	364	89				
2010				89	Unrated	Consensus	Species Tree
2010	Standard	364	90				
2010				90	Unrated	Consensus	Species Tree
2012	DNA	1520	143				
2012				143	Unrated	Single	Species Tree
2012	DNA	4644	159				
2012				159	Unrated	Consensus	Species Tree
2012				159	Unrated	Single	Species Tree
2012	DNA	852	90				
2012				90	Preferred Tree	Consensus	Gene Tree
2010	Standard	10	12				
2010				8	Unrated	Consensus	Species Tree
2000	DNA	631	29				
2000	DNA	1274	43				
2000	DNA	865	57				
2000	DNA	631	57				
2000	DNA	865	34				
2000				57	Unrated	Consensus	Species Tree
2000				34	Unrated	Single	Species Tree
2000				57	Unrated	Consensus	Species Tree
2000				57	Unrated	Consensus	Species Tree
2000				43	Unrated	Consensus	Species Tree
2000				29	Unrated	Consensus	Species Tree
2010	Standard	361	50				
2010	Standard	292	37				
2010				37	Unrated	Consensus	Species Tree
2010				50	Unrated	Consensus	Species Tree
2010	Standard	234	31				
2010				31	Unrated	Consensus	Species Tree
2010	Standard	163	16				
2010				16	Unrated	Consensus	Species Tree
2010	Standard	122	18				
2010	Standard	147	23				
2010				18	Unrated	Consensus	Species Tree
2010				23	Unrated	Consensus	Species Tree
2010	Standard	77	13				
2010				13	Unrated	Consensus	Species Tree
2010	Standard	353	47				
2010	Standard	292	35				
2010				35	Unrated	Consensus	Species Tree
2010				47	Unrated	Consensus	Species Tree
2012	DNA	750	24				
2012				24	Unrated	Single	Species Tree
2004	DNA	1134	75				
2004				75	Unrated	Consensus	Species Tree
1991	Standard	72	14				
1991				12	Unrated	Single	Species Tree
1991				12	Unrated	Consensus	Species Tree
1991				12	Unrated	Single	Species Tree
1991				12	Unrated	Single	Species Tree
1991				12	Unrated	Single	Species Tree
2010	Standard	242	34				
2010				34	Unrated	Consensus	Species Tree
2010	Standard	348	76				
2010				76	Unrated	Consensus	Species Tree
2010	Standard	205	30				
2010				30	Unrated	Consensus	Species Tree
2010	Standard	224	54				
2010	Standard	98	11				
2010				54	Unrated	Consensus	Species Tree
2010				11	Unrated	Consensus	Species Tree
2010	Standard	133	27				
2010				27			
2010	Standard	106	14				
2010				10	Unrated	Consensus	Species Tree
2010	Standard	279	20				
2010				20	Unrated	Consensus	Species Tree
2002	DNA	1507	17				
2002				17	Unrated	Consensus	Species Tree
2010	Standard	113	17				
2010				17	Unrated	Consensus	Species Tree
2012	Protein	66	187				
2012	Protein	175	130				
2012				130			
2012				187			
2010	Standard	121	25				
2010				25	Unrated	Consensus	Species Tree
2010	Standard	73	16				
2010				16	Unrated	Consensus	Species Tree
2010	Standard	73	16				
2010	Standard	99	16				
2010	Standard	102	25				
2010				25	Unrated	Consensus	Species Tree
2010				16	Unrated	Consensus	Species Tree
2010				16	Unrated	Consensus	Species Tree
2010	Standard	363	87				
2010				87	Unrated	Consensus	Species Tree
2009	Standard	242	79				
2009				79	Unrated	Consensus	Species Tree
2005	DNA	885	47				
2005				47	Unrated	Single	Species Tree
2005				47	Unrated	Single	Species Tree
2005				47	Unrated	Single	Species Tree
2010	Standard	114	27				
2010				27	Unrated	Consensus	Species Tree
2009	Standard	292	35				
2009				35	Unrated	Consensus	Species Tree
2009	Standard	98	12				
2009				12	Unrated	Consensus	Species Tree
2010	Standard	89	19				
2010				19	Unrated	Consensus	Species Tree
2009	Standard	130	27				
2009				27	Unrated	Consensus	Species Tree
2009	Standard	14	50				
2009				50	Unrated	Consensus	Species Tree
2012	DNA	665	48				
2012				48	Preferred Tree	Single	Species Tree
2010	Standard	242	29				
2010				29	Unrated	Consensus	Species Tree
2005	Standard	1869	42				
2005				32	Unrated	Consensus	Species Tree
2010	Standard	221	47				
2010				47	Unrated	Consensus	Species Tree
2009	Standard	63	18				
2009				18	Unrated	Consensus	Species Tree
2012	DNA	411	17				
2012	DNA	2094	46				
2012	DNA	3054	16				
2012				17	Unrated	Consensus	Gene Tree
2012				46	Unrated	Consensus	Gene Tree
2012				16	Unrated	Consensus	Gene Tree
2009	Standard	63	26				
2009				26	Unrated	Consensus	Species Tree
2009	Standard	57	22				
2009				22	Unrated	Consensus	Species Tree
2009	Standard	299	52				
2009				52	Unrated	Consensus	Species Tree
2009	Standard	235	28				
2009				28	Unrated	Consensus	Species Tree
2009	Standard	102	23				
2009				23	Unrated	Consensus	Species Tree
2005	DNA	1467	59				
2005				59	Unrated	Single	Species Tree
2005				59	Unrated	Single	Species Tree
2005				59	Unrated	Single	Species Tree
2009	Standard	234	32				
2009				32	Unrated	Consensus	Species Tree
2009	Standard	49	16				
2009	Standard	53	21				
2009				16	Unrated	Consensus	Species Tree
2009				21	Unrated	Consensus	Species Tree
