name,parent,score
Node 428,Node 429,0
Node 427,Node 428,0
Node 425,Node 427,0
Trissopathes pseudotristicha,Node 425, 
Dendrobathypathes boutillieri,Node 425, 
Node 426,Node 427,0
Tanacetipathes barbadensis,Node 426, 
Antipathes atlantica,Node 426, 
Acanthopathes thyoides,Node 428, 
Hormathia pectinata,Node 431, 
Aulactinia reynaudi,Node 432, 
